NUTS 3 CODE,LAU CODE,LAU NAME NATIONAL,LAU NAME LATIN,CHANGE (Y/N),POPULATION,TOTAL AREA (m2),DEGURBA,DEG change compared to last year,COASTAL AREA (yes/no),COAST change compared to last year,CITY_ID,CITY_ID change compared to last year,CITY_NAME,GREATER_CITY_ID,GREATER_CITY_ID change compared to last year,GREATER_CITY_NAME,FUA_ID,FUA_ID change compared to last year,FUA_NAME
PL224,1001241460604,Miedźno,Miedźno,no,7567,112770000,3,no,no,,,,,,,,PL024L2,no,Częstochowa
PL224,1001241460605,Opatów,Opatów,no,6824,73480000,3,no,no,,,,,,,,,,
PL224,1001241460606,Panki,Panki,no,5109,54940000,3,no,no,,,,,,,,,,
PL224,1001241460607,Popów,Popów,no,5883,102290000,3,no,no,,,,,,,,,,
PL224,1001241460608,Przystajń,Przystajń,no,5894,88830000,3,no,no,,,,,,,,,,
PL224,1001241460609,Wręczyca Wielka,Wręczyca Wielka,no,17752,148280000,3,no,no,,,,,,,,PL024L2,no,Częstochowa
PL224,1001241460901,Myszków,Myszków,no,31762,73590000,2,no,no,,,,,,,,,,
PL224,1001241460902,Koziegłowy,Koziegłowy,no,14324,159640000,3,no,no,,,,,,,,,,
PL224,1001241460903,Niegowa,Niegowa,no,5663,87960000,3,no,no,,,,,,,,,,
PL224,1001241460904,Poraj,Poraj,no,10919,57060000,2,no,no,,,,,,,,,,
PL224,1001241460905,Żarki,Żarki,no,8451,101000000,3,no,no,,,,,,,,,,
PL224,1001241466401,Częstochowa,Częstochowa,no,222292,159710000,1,no,no,,PL024C1,no,Częstochowa,,,,PL024L2,no,Częstochowa
PL229,1001241470501,Knurów,Knurów,no,38402,33950000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL229,1001241470502,Pyskowice,Pyskowice,no,18456,30890000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL229,1001241470503,Gierałtowice,Gierałtowice,no,12051,38060000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL229,1001241470504,Pilchowice,Pilchowice,no,11887,69830000,3,no,no,,,,,,,,PL010L2,no,Katowice
PL229,1001241470505,Rudziniec,Rudziniec,no,10623,159140000,3,no,no,,,,,,,,PL010L2,no,Katowice
PL229,1001241470506,Sośnicowice,Sośnicowice,no,8874,116500000,3,no,no,,,,,,,,PL010L2,no,Katowice
PL229,1001241470507,Toszek,Toszek,no,9409,99820000,3,no,no,,,,,,,,PL010L2,no,Katowice
PL229,1001241470508,Wielowieś,Wielowieś,no,5856,116180000,3,no,no,,,,,,,,PL010L2,no,Katowice
PL229,1001241476601,Gliwice,Gliwice,no,179806,133880000,1,no,no,,PL503C1,no,Gliwice,PL010K1,no,Górnośląski Związek Metropolitalny,PL010L2,no,Katowice
PL229,1001241477801,Zabrze,Zabrze,no,173374,80400000,1,no,no,,PL504C1,no,Zabrze,PL010K1,no,Górnośląski Związek Metropolitalny,PL010L2,no,Katowice
PL22A,1001241486301,Chorzów,Chorzów,no,108434,33240000,1,no,no,,PL515C1,no,Chorzów,PL010K1,no,Górnośląski Związek Metropolitalny,PL010L2,no,Katowice
PL22A,1001241486901,Katowice,Katowice,no,294510,164640000,1,no,no,,PL010C1,no,Katowice,PL010K1,no,Górnośląski Związek Metropolitalny,PL010L2,no,Katowice
PL22A,1001241487001,Mysłowice,Mysłowice,no,74586,65620000,1,no,no,,,,,PL010K1,no,Górnośląski Związek Metropolitalny,PL010L2,no,Katowice
PL22A,1001241487201,Ruda Śląska,Ruda Śląska,no,138000,77730000,1,no,no,,PL507C1,no,Ruda Śląska,PL010K1,no,Górnośląski Związek Metropolitalny,PL010L2,no,Katowice
PL22A,1001241487401,Siemianowice Śląskie,Siemianowice Śląskie,no,67154,25500000,1,no,no,,,,,PL010K1,no,Górnośląski Związek Metropolitalny,PL010L2,no,Katowice
PL22A,1001241487601,Świętochłowice,Świętochłowice,no,50012,13310000,1,no,no,,,,,PL010K1,no,Górnośląski Związek Metropolitalny,PL010L2,no,Katowice
PL227,1001241491101,Racibórz,Racibórz,no,54882,75010000,2,no,no,,,,,,,,,,
PL227,1001241491102,Kornowac,Kornowac,no,5150,26200000,3,no,no,,,,,,,,PL010L2,no,Katowice
PL227,1001241491103,Krzanowice,Krzanowice,no,5746,47200000,3,no,no,,,,,,,,,,
PL227,1001241491104,Krzyżanowice,Krzyżanowice,no,11301,69700000,3,no,no,,,,,,,,,,
PL227,1001241491105,Kuźnia Raciborska,Kuźnia Raciborska,no,11883,126620000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL227,1001241491106,Nędza,Nędza,no,7437,57220000,3,no,no,,,,,,,,PL010L2,no,Katowice
PL227,1001241491107,Pietrowice Wielkie,Pietrowice Wielkie,no,6910,67930000,3,no,no,,,,,,,,,,
PL227,1001241491108,Rudnik,Rudnik,no,5204,73880000,3,no,no,,,,,,,,,,
PL227,1001241491201,Czerwionka-Leszczyny,Czerwionka-Leszczyny,no,42193,114640000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL227,1001241491202,Gaszowice,Gaszowice,no,9720,19850000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL227,1001241491203,Jejkowice,Jejkowice,no,4132,7590000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL227,1001241491204,Lyski,Lyski,no,9650,57390000,3,no,no,,,,,,,,PL010L2,no,Katowice
PL227,1001241491205,Świerklany,Świerklany,no,12409,24170000,2,no,no,,,,,,,,,,
PL227,1001241491501,Pszów,Pszów,no,13994,20440000,2,no,no,,,,,,,,,,
PL227,1001241491502,Radlin,Radlin,no,17806,12530000,2,no,no,,,,,,,,,,
PL227,1001241491503,Rydułtowy,Rydułtowy,no,21637,14950000,2,no,no,,,,,,,,,,
PL227,1001241491504,Wodzisław Śląski,Wodzisław Śląski,no,48143,49510000,2,no,no,,,,,,,,,,
PL227,1001241491505,Godów,Godów,no,13747,38050000,2,no,no,,,,,,,,PL030L1,no,Jastrzebie-Zdrój
PL227,1001241491506,Gorzyce,Gorzyce,no,21265,64580000,2,no,no,,,,,,,,,,
PL227,1001241491507,Lubomia,Lubomia,no,7920,41780000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL227,1001241491508,Marklowice,Marklowice,no,5415,13690000,2,no,no,,,,,,,,,,
PL227,1001241491509,Mszana,Mszana,no,7689,31220000,2,no,no,,,,,,,,PL030L1,no,Jastrzebie-Zdrój
PL227,1001241496701,Jastrzębie-Zdrój,Jastrzębie-Zdrój,no,89128,85330000,1,no,no,,PL030C1,no,Jastrzębie-Zdrój,,,,PL030L1,no,Jastrzebie-Zdrój
PL227,1001241497301,Rybnik,Rybnik,no,138696,148360000,1,no,no,,PL508C1,no,Rybnik,,,,PL508L1,no,Rybnik
PL227,1001241497901,Żory,Żory,no,62456,64640000,1,no,no,,PL023C1,no,Żory,,,,PL030L1,no,Jastrzebie-Zdrój
PL22B,1001241500101,Będzin,Będzin,no,56804,37370000,1,no,no,,,,,,,,PL010L2,no,Katowice
PL22B,1001241500102,Czeladź,Czeladź,no,31677,16380000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL22B,1001241500103,Wojkowice,Wojkowice,no,8936,12790000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL22B,1001241500104,Bobrowniki,Bobrowniki,no,12044,51480000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL22B,1001241500105,Mierzęcice,Mierzęcice,no,7664,49430000,3,no,no,,,,,,,,PL010L2,no,Katowice
PL22B,1001241500106,Psary,Psary,no,12117,46160000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL22B,1001241500107,Siewierz,Siewierz,no,12477,113850000,3,no,no,,,,,,,,PL010L2,no,Katowice
PL22B,1001241500108,Sławków,Sławków,no,7043,36670000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL22B,1001241501601,Poręba,Poręba,no,8568,39990000,2,no,no,,,,,,,,,,
PL22B,1001241501602,Zawiercie,Zawiercie,no,49567,85250000,2,no,no,,,,,,,,,,
PL22B,1001241501603,Irządze,Irządze,no,2630,71000000,3,no,no,,,,,,,,,,
PL22B,1001241501604,Kroczyce,Kroczyce,no,6347,110050000,3,no,no,,,,,,,,,,
PL22B,1001241501605,Łazy,Łazy,no,15956,132930000,3,no,no,,,,,,,,PL010L2,no,Katowice
PL22B,1001241501606,Ogrodzieniec,Ogrodzieniec,01_01_2018,9152,84890000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL22B,1001241501607,Pilica,Pilica,01_01_2018,8640,142600000,3,no,no,,,,,,,,,,
PL22B,1001241501608,Szczekociny,Szczekociny,no,7713,133930000,3,no,no,,,,,,,,,,
PL22B,1001241501609,Włodowice,Włodowice,no,5224,76790000,3,no,no,,,,,,,,,,
PL22B,1001241501610,Żarnowiec,Żarnowiec,no,4637,124800000,3,no,no,,,,,,,,,,
PL22B,1001241506501,Dąbrowa Górnicza,Dąbrowa Górnicza,no,120259,188730000,1,no,no,,,,,PL010K1,no,Górnośląski Związek Metropolitalny,PL010L2,no,Katowice
PL22B,1001241506801,Jaworzno,Jaworzno,no,91563,152590000,1,no,no,,,,,PL010K1,no,Górnośląski Związek Metropolitalny,PL010L2,no,Katowice
PL22B,1001241507501,Sosnowiec,Sosnowiec,no,202036,91060000,1,no,no,,PL502C1,no,Sosnowiec,PL010K1,no,Górnośląski Związek Metropolitalny,PL010L2,no,Katowice
PL22C,1001241510801,Łaziska Górne,Łaziska Górne,no,22334,20070000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL22C,1001241510802,Mikołów,Mikołów,no,40813,79210000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL22C,1001241510803,Orzesze,Orzesze,no,20927,83750000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL22C,1001241510804,Ornontowice,Ornontowice,no,6073,15450000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL22C,1001241510805,Wyry,Wyry,no,8226,34620000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL22C,1001241511001,Goczałkowice-Zdrój,Goczałkowice-Zdrój,no,6754,47390000,2,no,no,,,,,,,,,,
PL22C,1001241511002,Kobiór,Kobiór,no,4894,48190000,3,no,no,,,,,,,,PL010L2,no,Katowice
PL22C,1001241511003,Miedźna,Miedźna,no,16499,50090000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL22C,1001241511004,Pawłowice,Pawłowice,no,18197,75680000,3,no,no,,,,,,,,PL030L1,no,Jastrzebie-Zdrój
PL22C,1001241511005,Pszczyna,Pszczyna,no,52578,174730000,2,no,no,,,,,,,,,,
PL22C,1001241511006,Suszec,Suszec,no,12280,75080000,2,no,no,,,,,,,,,,
PL22C,1001241511401,Bieruń,Bieruń,no,19605,40490000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL22C,1001241511402,Imielin,Imielin,no,9153,27990000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL22C,1001241511403,Lędziny,Lędziny,no,16822,31650000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL22C,1001241511404,Bojszowy,Bojszowy,no,7860,34690000,3,no,no,,,,,,,,PL010L2,no,Katowice
PL22C,1001241511405,Chełm Śląski,Chełm Śląski,no,6320,23330000,2,no,no,,,,,,,,PL010L2,no,Katowice
PL22C,1001241517701,Tychy,Tychy,no,127831,81810000,1,no,no,,PL509C1,no,Tychy,PL010K1,no,Górnośląski Związek Metropolitalny,PL010L2,no,Katowice
PL431,1002081130101,Kostrzyn nad Odrą,Kostrzyn nad Odrą,no,17776,46140000,2,no,no,,,,,,,,,,
PL431,1002081130102,Bogdaniec,Bogdaniec,no,7140,111730000,3,no,no,,,,,,,,PL017L2,no,Gorzów Wielkopolski
PL431,1002081130103,Deszczno,Deszczno,no,9779,168310000,3,no,no,,,,,,,,PL017L2,no,Gorzów Wielkopolski
PL431,1002081130104,Kłodawa,Kłodawa,no,8609,234720000,3,no,no,,,,,,,,PL017L2,no,Gorzów Wielkopolski
PL431,1002081130105,Lubiszyn,Lubiszyn,no,6876,205260000,3,no,no,,,,,,,,PL017L2,no,Gorzów Wielkopolski
PL431,1002081130106,Santok,Santok,no,8486,169390000,3,no,no,,,,,,,,PL017L2,no,Gorzów Wielkopolski
PL431,1002081130107,Witnica,Witnica,no,12883,278680000,2,no,no,,,,,,,,,,
PL431,1002081130301,Bledzew,Bledzew,no,4401,247480000,3,no,no,,,,,,,,,,
PL431,1002081130302,Międzyrzecz,Międzyrzecz,no,25039,315320000,2,no,no,,,,,,,,,,
PL431,1002081130303,Przytoczna,Przytoczna,no,5632,184820000,3,no,no,,,,,,,,,,
PL431,1002081130304,Pszczew,Pszczew,no,4288,177670000,3,no,no,,,,,,,,,,
PL431,1002081130305,Skwierzyna,Skwierzyna,no,12208,284810000,2,no,no,,,,,,,,,,
PL431,1002081130306,Trzciel,Trzciel,no,6456,177510000,3,no,no,,,,,,,,,,
PL431,1002081130501,Cybinka,Cybinka,no,6515,279670000,3,no,no,,,,,,,,,,
PL431,1002081130502,Górzyca,Górzyca,no,4286,145420000,3,no,no,,,,,,,,,,
PL431,1002081130503,Ośno Lubuskie,Ośno Lubuskie,no,6456,197640000,3,no,no,,,,,,,,,,
PL431,1002081130504,Rzepin,Rzepin,no,9775,190990000,2,no,no,,,,,,,,,,
PL431,1002081130505,Słubice,Słubice,no,20069,185570000,2,no,no,,,,,,,,,,
PL431,1002081130601,Dobiegniew,Dobiegniew,no,6597,351270000,3,no,no,,,,,,,,,,
PL431,1002081130602,Drezdenko,Drezdenko,no,17236,399910000,2,no,no,,,,,,,,,,
PL431,1002081130603,Stare Kurowo,Stare Kurowo,no,4082,77570000,3,no,no,,,,,,,,,,
PL431,1002081130604,Strzelce Krajeńskie,Strzelce Krajeńskie,no,17097,318980000,2,no,no,,,,,,,,,,
PL431,1002081130605,Zwierzyn,Zwierzyn,no,4354,100130000,3,no,no,,,,,,,,,,
PL431,1002081130701,Krzeszyce,Krzeszyce,no,4748,194190000,3,no,no,,,,,,,,,,
PL431,1002081130702,Lubniewice,Lubniewice,no,3140,129690000,3,no,no,,,,,,,,,,
PL431,1002081130703,Słońsk,Słońsk,no,4748,158640000,3,no,no,,,,,,,,,,
PL431,1002081130704,Sulęcin,Sulęcin,no,15814,320080000,2,no,no,,,,,,,,,,
PL431,1002081130705,Torzym,Torzym,no,6847,375200000,3,no,no,,,,,,,,,,
PL431,1002081136101,Gorzów Wielkopolski,Gorzów Wielkopolski,no,123921,85720000,1,no,no,,PL017C1,no,Gorzów Wielkopolski,,,,PL017L2,no,Gorzów Wielkopolski
PL432,1002081140201,Gubin,Gubin,no,16687,20680000,2,no,no,,,,,,,,,,
PL432,1002081140202,Bobrowice,Bobrowice,no,3205,184930000,3,no,no,,,,,,,,,,
PL432,1002081140203,Bytnica,Bytnica,no,2520,208730000,3,no,no,,,,,,,,PL018L2,no,Zielona Góra
PL432,1002081140204,Dąbie,Dąbie,no,4943,170910000,3,no,no,,,,,,,,PL018L2,no,Zielona Góra
PL432,1002081140205,Gubin,Gubin,no,7168,379600000,3,no,no,,,,,,,,,,
PL432,1002081140206,Krosno Odrzańskie,Krosno Odrzańskie,no,17898,212400000,2,no,no,,,,,,,,,,
PL432,1002081140207,Maszewo,Maszewo,no,2824,214000000,3,no,no,,,,,,,,,,
PL432,1002081140401,Nowa Sól,Nowa Sól,no,38843,21800000,2,no,no,,,,,,,,,,
PL432,1002081140402,Bytom Odrzański,Bytom Odrzański,no,5440,52380000,3,no,no,,,,,,,,,,
PL432,1002081140403,Kolsko,Kolsko,no,3333,80700000,3,no,no,,,,,,,,,,
PL432,1002081140404,Kożuchów,Kożuchów,no,16056,179180000,2,no,no,,,,,,,,,,
PL432,1002081140405,Nowa Sól,Nowa Sól,no,6969,175960000,3,no,no,,,,,,,,,,
PL432,1002081140406,Nowe Miasteczko,Nowe Miasteczko,no,5391,76860000,3,no,no,,,,,,,,,,
PL432,1002081140407,Otyń,Otyń,no,6980,91690000,2,no,no,,,,,,,,PL018L2,no,Zielona Góra
PL432,1002081140408,Siedlisko,Siedlisko,no,3622,92160000,3,no,no,,,,,,,,,,
PL432,1002081140801,Lubrza,Lubrza,no,3537,122250000,3,no,no,,,,,,,,,,
PL432,1002081140802,Łagów,Łagów,no,5001,199140000,3,no,no,,,,,,,,,,
PL432,1002081140803,Skąpe,Skąpe,no,5078,181360000,3,no,no,,,,,,,,,,
PL432,1002081140804,Szczaniec,Szczaniec,no,3861,113330000,3,no,no,,,,,,,,,,
PL432,1002081140805,Świebodzin,Świebodzin,no,30048,226410000,2,no,no,,,,,,,,,,
PL432,1002081140806,Zbąszynek,Zbąszynek,no,8315,94080000,2,no,no,,,,,,,,,,
PL432,1002081140901,Babimost,Babimost,no,6202,92770000,3,no,no,,,,,,,,,,
PL432,1002081140902,Bojadła,Bojadła,no,3269,102270000,3,no,no,,,,,,,,,,
PL432,1002081140903,Czerwieńsk,Czerwieńsk,no,10050,194590000,3,no,no,,,,,,,,PL018L2,no,Zielona Góra
PL432,1002081140904,Kargowa,Kargowa,no,5829,128530000,3,no,no,,,,,,,,,,
PL432,1002081140905,Nowogród Bobrzański,Nowogród Bobrzański,no,9490,259690000,3,no,no,,,,,,,,PL018L2,no,Zielona Góra
PL432,1002081140906,Sulechów,Sulechów,no,26588,236660000,2,no,no,,,,,,,,PL018L2,no,Zielona Góra
PL432,1002081140907,Świdnica,Świdnica,no,6619,160900000,3,no,no,,,,,,,,PL018L2,no,Zielona Góra
PL432,1002081140908,Trzebiechów,Trzebiechów,no,3426,80960000,3,no,no,,,,,,,,,,
PL432,1002081140909,Zabór,Zabór,no,4277,93380000,3,no,no,,,,,,,,PL018L2,no,Zielona Góra
PL432,1002081141001,Gozdnica,Gozdnica,no,3061,23920000,3,no,no,,,,,,,,,,
PL432,1002081141002,Żagań,Żagań,no,25812,40380000,2,no,no,,,,,,,,,,
PL432,1002081141003,Brzeźnica,Brzeźnica,no,3763,122180000,3,no,no,,,,,,,,,,
PL432,1002081141004,Iłowa,Iłowa,no,6882,153030000,3,no,no,,,,,,,,,,
PL432,1002081141005,Małomice,Małomice,no,5206,79590000,3,no,no,,,,,,,,,,
PL432,1002081141006,Niegosławice,Niegosławice,no,4446,136410000,3,no,no,,,,,,,,,,
PL432,1002081141007,Szprotawa,Szprotawa,no,20795,232530000,2,no,no,,,,,,,,,,
PL432,1002081141008,Wymiarki,Wymiarki,no,2297,63090000,3,no,no,,,,,,,,,,
PL432,1002081141009,Żagań,Żagań,no,7321,280690000,3,no,no,,,,,,,,,,
PL432,1002081141101,Łęknica,Łęknica,no,2483,16430000,2,no,no,,,,,,,,,,
PL432,1002081141102,Żary,Żary,no,37682,33490000,2,no,no,,,,,,,,,,
PL432,1002081141103,Brody,Brody,no,3416,240670000,3,no,no,,,,,,,,,,
PL432,1002081141104,Jasień,Jasień,no,7069,126790000,3,no,no,,,,,,,,,,
PL432,1002081141105,Lipinki Łużyckie,Lipinki Łużyckie,no,3377,88690000,3,no,no,,,,,,,,,,
PL432,1002081141106,Lubsko,Lubsko,no,18550,182670000,2,no,no,,,,,,,,,,
PL432,1002081141107,Przewóz,Przewóz,no,3165,178320000,3,no,no,,,,,,,,,,
PL432,1002081141108,Trzebiel,Trzebiel,no,5692,166350000,3,no,no,,,,,,,,,,
PL432,1002081141109,Tuplice,Tuplice,no,3072,65750000,3,no,no,,,,,,,,,,
PL432,1002081141110,Żary,Żary,no,12370,293620000,3,no,no,,,,,,,,,,
PL432,1002081141201,Sława,Sława,no,12747,327000000,3,no,no,,,,,,,,,,
PL432,1002081141202,Szlichtyngowa,Szlichtyngowa,no,5078,99740000,3,no,no,,,,,,,,,,
PL432,1002081141203,Wschowa,Wschowa,no,21240,197460000,2,no,no,,,,,,,,,,
PL432,1002081146201,Zielona Góra,Zielona Góra,no,140297,278320000,1,no,no,,PL018C1,no,Zielona Góra,,,,PL018L2,no,Zielona Góra
PL416,1002301570601,Jaraczewo,Jaraczewo,no,8152,133090000,3,no,no,,,,,,,,,,
PL416,1002301570602,Jarocin,Jarocin,no,45778,200130000,2,no,no,,,,,,,,,,
PL416,1002301570603,Kotlin,Kotlin,no,7437,83920000,3,no,no,,,,,,,,,,
PL416,1002301570604,Żerków,Żerków,no,10319,170150000,3,no,no,,,,,,,,,,
PL416,1002301570701,Blizanów,Blizanów,no,9892,157520000,3,no,no,,,,,,,,PL027L2,no,Kalisz
PL416,1002301570702,Brzeziny,Brzeziny,no,5830,126950000,3,no,no,,,,,,,,PL027L2,no,Kalisz
PL416,1002301570703,Ceków-Kolonia,Ceków-Kolonia,no,4780,88310000,3,no,no,,,,,,,,PL027L2,no,Kalisz
PL416,1002301570704,Godziesze Wielkie,Godziesze Wielkie,no,9524,105400000,3,no,no,,,,,,,,PL027L2,no,Kalisz
PL416,1002301570705,Koźminek,Koźminek,no,7538,88650000,3,no,no,,,,,,,,PL027L2,no,Kalisz
PL416,1002301570706,Lisków,Lisków,no,5260,75500000,3,no,no,,,,,,,,PL027L2,no,Kalisz
PL416,1002301570707,Mycielin,Mycielin,no,4872,110890000,3,no,no,,,,,,,,PL027L2,no,Kalisz
PL416,1002301570708,Opatówek,Opatówek,no,10815,104270000,3,no,no,,,,,,,,PL027L2,no,Kalisz
PL416,1002301570709,Stawiszyn,Stawiszyn,no,7195,78500000,3,no,no,,,,,,,,PL027L2,no,Kalisz
PL416,1002301570710,Szczytniki,Szczytniki,no,7852,110330000,3,no,no,,,,,,,,PL027L2,no,Kalisz
PL416,1002301570711,Żelazków,Żelazków,no,9472,113670000,3,no,no,,,,,,,,PL027L2,no,Kalisz
PL416,1002301570801,Baranów,Baranów,no,7971,74410000,3,no,no,,,,,,,,,,
PL416,1002301570802,Bralin,Bralin,no,6083,85350000,3,no,no,,,,,,,,,,
PL416,1002301570803,Kępno,Kępno,no,24546,123870000,2,no,no,,,,,,,,,,
PL416,1002301570804,Łęka Opatowska,Łęka Opatowska,no,5315,77710000,3,no,no,,,,,,,,,,
PL416,1002301570805,Perzów,Perzów,no,3804,75330000,3,no,no,,,,,,,,,,
PL416,1002301570806,Rychtal,Rychtal,no,3819,96550000,3,no,no,,,,,,,,,,
PL416,1002301570807,Trzcinica,Trzcinica,no,4948,75040000,3,no,no,,,,,,,,,,
PL416,1002301571201,Sulmierzyce,Sulmierzyce,no,2887,29290000,3,no,no,,,,,,,,,,
PL416,1002301571202,Kobylin,Kobylin,no,8077,112100000,3,no,no,,,,,,,,,,
PL416,1002301571203,Koźmin Wielkopolski,Koźmin Wielkopolski,no,13307,152420000,3,no,no,,,,,,,,,,
PL416,1002301571204,Krotoszyn,Krotoszyn,no,40472,255800000,2,no,no,,,,,,,,,,
PL416,1002301571205,Rozdrażew,Rozdrażew,no,5195,79200000,3,no,no,,,,,,,,,,
PL416,1002301571206,Zduny,Zduny,no,7550,84870000,3,no,no,,,,,,,,,,
PL416,1002301571701,Ostrów Wielkopolski,Ostrów Wielkopolski,no,72050,41900000,1,no,no,,PL039C1,no,Ostrów Wielkopolski,,,,PL039L1,no,Ostrów Wielkopolski
PL416,1002301571702,Nowe Skalmierzyce,Nowe Skalmierzyce,no,15478,125420000,3,no,no,,,,,,,,PL027L2,no,Kalisz
PL416,1002301571703,Odolanów,Odolanów,no,14628,136090000,3,no,no,,,,,,,,PL039L1,no,Ostrów Wielkopolski
PL416,1002301571704,Ostrów Wielkopolski,Ostrów Wielkopolski,no,19097,207860000,3,no,no,,,,,,,,PL039L1,no,Ostrów Wielkopolski
PL416,1002301571705,Przygodzice,Przygodzice,no,12123,163390000,3,no,no,,,,,,,,PL039L1,no,Ostrów Wielkopolski
PL416,1002301571706,Raszków,Raszków,no,11901,134570000,3,no,no,,,,,,,,PL039L1,no,Ostrów Wielkopolski
PL416,1002301571707,Sieroszewice,Sieroszewice,no,9663,163170000,3,no,no,,,,,,,,PL039L1,no,Ostrów Wielkopolski
PL416,1002301571708,Sośnie,Sośnie,no,6579,187720000,3,no,no,,,,,,,,,,
PL416,1002301571801,Czajków,Czajków,no,2504,70740000,3,no,no,,,,,,,,,,
PL416,1002301571802,Doruchów,Doruchów,no,5377,99380000,3,no,no,,,,,,,,,,
PL416,1002301571803,Grabów nad Prosną,Grabów nad Prosną,no,7789,123800000,3,no,no,,,,,,,,,,
PL416,1002301571804,Kobyla Góra,Kobyla Góra,no,6141,129210000,3,no,no,,,,,,,,,,
PL416,1002301571805,Kraszewice,Kraszewice,no,3609,74930000,3,no,no,,,,,,,,,,
PL416,1002301571806,Mikstat,Mikstat,no,6066,87180000,3,no,no,,,,,,,,,,
PL416,1002301571807,Ostrzeszów,Ostrzeszów,no,23917,187390000,2,no,no,,,,,,,,,,
PL416,1002301572001,Chocz,Chocz,no,4750,73630000,3,no,no,,,,,,,,,,
PL416,1002301572002,Czermin,Czermin,no,4919,98090000,3,no,no,,,,,,,,,,
PL416,1002301572003,Dobrzyca,Dobrzyca,no,8165,116710000,3,no,no,,,,,,,,,,
PL416,1002301572004,Gizałki,Gizałki,no,4643,108430000,3,no,no,,,,,,,,,,
PL416,1002301572005,Gołuchów,Gołuchów,no,10727,135880000,3,no,no,,,,,,,,PL027L2,no,Kalisz
PL416,1002301572006,Pleszew,Pleszew,no,29943,180330000,2,no,no,,,,,,,,,,
PL416,1002301576101,Kalisz,Kalisz,no,100975,69420000,1,no,no,,PL027C1,no,Kalisz,,,,PL027L2,no,Kalisz
PL414,1002301580301,Gniezno,Gniezno,no,68479,40600000,1,no,no,,PL037C1,no,Gniezno,,,,PL037L1,no,Gniezno
PL414,1002301580302,Czerniejewo,Czerniejewo,no,7359,111940000,3,no,no,,,,,,,,PL037L1,no,Gniezno
PL414,1002301580303,Gniezno,Gniezno,no,11951,178160000,3,no,no,,,,,,,,PL037L1,no,Gniezno
PL414,1002301580304,Kiszkowo,Kiszkowo,no,5415,114490000,3,no,no,,,,,,,,,,
PL414,1002301580305,Kłecko,Kłecko,no,7503,131930000,3,no,no,,,,,,,,PL037L1,no,Gniezno
PL414,1002301580306,Łubowo,Łubowo,no,6664,113540000,3,no,no,,,,,,,,PL005L2,no,Poznań
PL414,1002301580307,Mieleszyn,Mieleszyn,no,4051,98910000,3,no,no,,,,,,,,PL037L1,no,Gniezno
PL414,1002301580308,Niechanowo,Niechanowo,no,5923,105560000,3,no,no,,,,,,,,PL037L1,no,Gniezno
PL414,1002301580309,Trzemeszno,Trzemeszno,no,14294,175300000,2,no,no,,,,,,,,,,
PL414,1002301580310,Witkowo,Witkowo,no,13678,184600000,2,no,no,,,,,,,,,,
PL414,1002301580901,Koło,Koło,no,21994,13850000,2,no,no,,,,,,,,,,
PL414,1002301580902,Babiak,Babiak,no,7879,133770000,3,no,no,,,,,,,,,,
PL414,1002301580903,Chodów,Chodów,no,3075,77790000,3,no,no,,,,,,,,,,
PL414,1002301580904,Dąbie,Dąbie,no,6353,130350000,3,no,no,,,,,,,,,,
PL414,1002301580905,Grzegorzew,Grzegorzew,no,5695,73330000,3,no,no,,,,,,,,,,
PL414,1002301580906,Kłodawa,Kłodawa,no,12916,128930000,3,no,no,,,,,,,,,,
PL414,1002301580907,Koło,Koło,no,7725,102580000,3,no,no,,,,,,,,,,
PL414,1002301580908,Kościelec,Kościelec,no,6786,104640000,3,no,no,,,,,,,,,,
PL414,1002301580909,Olszówka,Olszówka,no,4519,81700000,3,no,no,,,,,,,,,,
PL414,1002301580910,Osiek Mały,Osiek Mały,no,6124,87320000,3,no,no,,,,,,,,,,
PL414,1002301580911,Przedecz,Przedecz,no,4150,76450000,3,no,no,,,,,,,,,,
PL414,1002301581001,Golina,Golina,no,12083,98970000,3,no,no,,,,,,,,PL022L2,no,Konin
PL414,1002301581002,Grodziec,Grodziec,no,5206,117820000,3,no,no,,,,,,,,PL022L2,no,Konin
